id,sku,field,existing_value,archive_value,final_value,reason
product-nwl8846,NWL8846,price,"$3,250","$3,250","$3,250",unchanged-same
product-nwl8846,NWL8846,material,,Sycamore,Sycamore,filled-from-archive
product-nwl8846,NWL8846,style,Contemporary/Post-War Design,Contemporary/Post-War Design,Contemporary/Post-War Design,unchanged-same
product-nwl8846,NWL8846,period,,,,both-empty
product-nwl8846,NWL8846,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-reg4606,REG4606,title,Curtis Jeré Abstract Raindrop Circles Wall Sculpture,Curtis Jeré Abstract Raindrop Circles Wall Sculpture,Curtis Jeré Abstract Raindrop Circles Wall Sculpture,unchanged-same
product-reg4606,REG4606,description,"Wall sculpture bearing reflective metal and copper plated circular plates in a minimalist style with rustic touch on the edges, the organic forms and composition involved leaves an imprint of abstract raindrops.","Wall sculpture bearing reflective metal and copper plated circular plates in a minimalist style with rustic touch on the edges, the organic forms and composition involved leaves an imprint of abstract raindrops.","Wall sculpture bearing reflective metal and copper plated circular plates in a minimalist style with rustic touch on the edges, the organic forms and composition involved leaves an imprint of abstract raindrops.",unchanged-same
product-reg4606,REG4606,dimensions,,,,both-empty
product-reg4606,REG4606,price,"$4,800","$4,800","$4,800",unchanged-same
product-reg4606,REG4606,material,,"Copper, metal","Copper, metal",filled-from-archive
product-reg4606,REG4606,style,Mid-Century,Mid-Century,Mid-Century,unchanged-same
product-reg4606,REG4606,period,,,,both-empty
product-reg4606,REG4606,availability,,,,both-empty
product-reg4501,REG4501,title,Pair of Italian Neoclassical Style Malachite Veneered Obelisks,Pair of Italian Neoclassical Style Malachite Veneered Obelisks,Pair of Italian Neoclassical Style Malachite Veneered Obelisks,unchanged-same
product-reg4501,REG4501,description,Pair of Italian Neoclassical Style Malachite Veneered Obelisks.,Pair of Italian Neoclassical Style Malachite Veneered Obelisks.,Pair of Italian Neoclassical Style Malachite Veneered Obelisks.,unchanged-same
product-reg4501,REG4501,dimensions,,,,both-empty
product-reg4501,REG4501,price,"$10,800","$10,800","$10,800",unchanged-same
product-reg4501,REG4501,material,,,,both-empty
product-reg4501,REG4501,style,Italian,Italian,Italian,unchanged-same
product-reg4501,REG4501,period,,,,both-empty
product-reg4501,REG4501,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-reg4504,REG4504,title,"American 21st Century Sculptures, Daric Harvie","American 21st Century Sculptures, Daric Harvie","American 21st Century Sculptures, Daric Harvie",unchanged-same
product-reg4504,REG4504,description,"American 21st Century Sculptures, Daric Harvie.","American 21st Century Sculptures, Daric Harvie.","American 21st Century Sculptures, Daric Harvie.",unchanged-same
product-reg4504,REG4504,dimensions,,,,both-empty
product-reg4504,REG4504,price,"$7,800","$7,800","$7,800",unchanged-same
product-reg4504,REG4504,material,,,,both-empty
product-reg4504,REG4504,style,Contemporary/Post-War Design,Contemporary/Post-War Design,Contemporary/Post-War Design,unchanged-same
product-reg4504,REG4504,period,,,,both-empty
product-reg4504,REG4504,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-040081f,040081F,title,American Mission Oak and Brass Cheval Mirror,American Mission Oak and Brass Cheval Mirror,American Mission Oak and Brass Cheval Mirror,unchanged-same
product-040081f,040081F,description,American Mission oak cheval mirror with brass trim corners..,American Mission oak cheval mirror with brass trim corners..,American Mission oak cheval mirror with brass trim corners..,unchanged-same
product-040081f,040081F,dimensions,,,,both-empty
product-040081f,040081F,price,"$4,500","$4,500","$4,500",unchanged-same
product-040081f,040081F,material,,"Brass, oak, wood","Brass, oak, wood",filled-from-archive
product-040081f,040081F,style,American,American,American,unchanged-same
product-040081f,040081F,period,,,,both-empty
product-040081f,040081F,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-reg4528,REG4528,title,"American Modern Circular Églomisé Mirror, David Marshall","American Modern Circular Églomisé Mirror, David Marshall","American Modern Circular Églomisé Mirror, David Marshall",unchanged-same
product-reg4528,REG4528,description,"American Mid-Century Modern Circular Églomisé Mirror, with a gold border having a flame / sunburrst design (DAVID MARSHALL).","American Mid-Century Modern Circular Églomisé Mirror, with a gold border having a flame / sunburrst design (DAVID MARSHALL).","American Mid-Century Modern Circular Églomisé Mirror, with a gold border having a flame / sunburrst design (DAVID MARSHALL).",unchanged-same
product-reg4528,REG4528,dimensions,,,,both-empty
product-reg4528,REG4528,price,"$6,800","$6,800","$6,800",unchanged-same
product-reg4528,REG4528,material,,,,both-empty
product-reg4528,REG4528,style,Mid-Century,Mid-Century,Mid-Century,unchanged-same
product-reg4528,REG4528,period,,,,both-empty
product-reg4528,REG4528,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-nwl8786,NWL8786,title,"Kar Studio Contemporary ""Oracle"" Ash Wood Bench","Kar Studio Contemporary ""Oracle"" Ash Wood Bench","Kar Studio Contemporary ""Oracle"" Ash Wood Bench",unchanged-same
product-nwl8786,NWL8786,description,"Contemporary ash wood bench with an organically shaped top ending on three slabbed legs in a black high gloss lacquer finish (KAR STUDIO)

This piece is represented by PHILIA and offered in partnership with Reynolds Antique House..","Contemporary ash wood bench with an organically shaped top ending on three slabbed legs in a black high gloss lacquer finish (KAR STUDIO)

This piece is represented by PHILIA and offered in partnership with NEWEL..","Contemporary ash wood bench with an organically shaped top ending on three slabbed legs in a black high gloss lacquer finish (KAR STUDIO)

This piece is represented by PHILIA and offered in partnership with Reynolds Antique House..",kept-existing
product-nwl8786,NWL8786,dimensions,,,,both-empty
product-nwl8786,NWL8786,price,"$7,500","$7,500","$7,500",unchanged-same
product-nwl8786,NWL8786,material,,Ash,Ash,filled-from-archive
product-nwl8786,NWL8786,style,Contemporary/Post-War Design,Contemporary/Post-War Design,Contemporary/Post-War Design,unchanged-same
product-nwl8786,NWL8786,period,,,,both-empty
product-nwl8786,NWL8786,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-nwl8738,NWL8738,title,"DOOQ Contemporary Portugese Light Grey Boucle Fabric ""Malibu"" Sofa","DOOQ Contemporary Portugese Light Grey Boucle Fabric ""Malibu"" Sofa","DOOQ Contemporary Portugese Light Grey Boucle Fabric ""Malibu"" Sofa",unchanged-same
product-nwl8738,NWL8738,description,"Contemporary \\""Malibu\\"" sofa in a organically boomerang shaped body bearing a boucle upholstery with white felt accent (DOOQ)

This piece is represented by PHILIA and offered in partnership with Reynolds Antique House..","Contemporary \\""Malibu\\"" sofa in a organically boomerang shaped body bearing a boucle upholstery with white felt accent (DOOQ)

This piece is represented by PHILIA and offered in partnership with NEWEL..","Contemporary \\""Malibu\\"" sofa in a organically boomerang shaped body bearing a boucle upholstery with white felt accent (DOOQ)

This piece is represented by PHILIA and offered in partnership with Reynolds Antique House..",kept-existing
product-nwl8738,NWL8738,dimensions,,,,both-empty
product-nwl8738,NWL8738,price,"$14,500","$14,500","$14,500",unchanged-same
product-nwl8738,NWL8738,material,,Upholstered,Upholstered,filled-from-archive
product-nwl8738,NWL8738,style,Contemporary/Post-War Design,Contemporary/Post-War Design,Contemporary/Post-War Design,unchanged-same
product-nwl8738,NWL8738,period,,,,both-empty
product-nwl8738,NWL8738,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-reg4492,REG4492,title,Enrique Garcel Abelone Mosaic Mirror,Enrique Garcel Abelone Mosaic Mirror,Enrique Garcel Abelone Mosaic Mirror,unchanged-same
product-reg4492,REG4492,description,Enrique Garcel for Maitland Smith. Abelone Mosaic Mirror.,Enrique Garcel for Maitland Smith. Abelone Mosaic Mirror.,Enrique Garcel for Maitland Smith. Abelone Mosaic Mirror.,unchanged-same
product-reg4492,REG4492,dimensions,,,,both-empty
product-reg4492,REG4492,price,"$8,800","$8,800","$8,800",unchanged-same
product-reg4492,REG4492,material,,,,both-empty
product-reg4492,REG4492,style,Mid-Century,Mid-Century,Mid-Century,unchanged-same
product-reg4492,REG4492,period,,,,both-empty
product-reg4492,REG4492,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-062894b,062894B,title,Italian Venetian Murano Etched Floral Design Wall Mirrors,Italian Venetian Murano Etched Floral Design Wall Mirrors,Italian Venetian Murano Etched Floral Design Wall Mirrors,unchanged-same
product-062894b,062894B,description,"Italian Venetian Murano (modern) wall mirror with etched floral and scroll design border, applied gold-dusted glass leaves, and spindle trim..","Italian Venetian Murano (modern) wall mirror with etched floral and scroll design border, applied gold-dusted glass leaves, and spindle trim..","Italian Venetian Murano (modern) wall mirror with etched floral and scroll design border, applied gold-dusted glass leaves, and spindle trim..",unchanged-same
product-062894b,062894B,dimensions,,,,both-empty
product-062894b,062894B,price,"$15,500","$15,500","$15,500",unchanged-same
product-062894b,062894B,material,,"Etched, glass, gold","Etched, glass, gold",filled-from-archive
product-062894b,062894B,style,Italian,Italian,Italian,unchanged-same
product-062894b,062894B,period,,,,both-empty
product-062894b,062894B,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-nwl9008,NWL9008,title,American Contemporary Custom Made Horse Leg Saddle Stool / Bench,American Contemporary Custom Made Horse Leg Saddle Stool / Bench,American Contemporary Custom Made Horse Leg Saddle Stool / Bench,unchanged-same
product-nwl9008,NWL9008,description,PAIR of Contemporary custom made saddle stools in a faux horse hair upholstery with decorative brass nailing atop of a molded plastic 4-leg base resembling horse legs (PRICED AS PAIR).,PAIR of Contemporary custom made saddle stools in a faux horse hair upholstery with decorative brass nailing atop of a molded plastic 4-leg base resembling horse legs (PRICED AS PAIR).,PAIR of Contemporary custom made saddle stools in a faux horse hair upholstery with decorative brass nailing atop of a molded plastic 4-leg base resembling horse legs (PRICED AS PAIR).,unchanged-same
product-nwl9008,NWL9008,dimensions,,,,both-empty
product-nwl9008,NWL9008,price,"$9,000","$9,000","$9,000",unchanged-same
product-nwl9008,NWL9008,material,,,,both-empty
product-nwl9008,NWL9008,style,Contemporary/Post-War Design,Contemporary/Post-War Design,Contemporary/Post-War Design,unchanged-same
product-nwl9008,NWL9008,period,,,,both-empty
product-nwl9008,NWL9008,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-064282,064282,title,American Mid-Century Burgundy Fabric Upholstered Auditorium Chairs,American Mid-Century Burgundy Fabric Upholstered Auditorium Chairs,American Mid-Century Burgundy Fabric Upholstered Auditorium Chairs,kept-existing
product-064282,064282,description,80 American Mid-Century burgundy fabric upholstered seat and back auditorium chairs with wooden armrests ending on U shaped steel stackable legs. (BELNICK LLC) (PRICED EACH).,80 American Mid-Century burgundy fabric upholstered seat and back auditorium chairs with wooden armrests ending on U shaped steel stackable legs. (BELNICK LLC) (PRICED EACH).,80 American Mid-Century burgundy fabric upholstered seat and back auditorium chairs with wooden armrests ending on U shaped steel stackable legs. (BELNICK LLC) (PRICED EACH).,unchanged-same
product-064282,064282,dimensions,,,,both-empty
product-064282,064282,price,$225,$225,$225,unchanged-same
product-064282,064282,material,,Steel,Steel,filled-from-archive
product-064282,064282,style,Mid-Century,Mid-Century,Mid-Century,unchanged-same
product-064282,064282,period,,,,both-empty
product-064282,064282,availability,Available Qty: 80,Available Qty: 80,Available Qty: 80,unchanged-same
product-028250,028250,title,Art Deco Red Upholstered Seat and High Back Dining Chairs,Art Deco Red Upholstered Seat and High Back Dining Chairs,Art Deco Red Upholstered Seat and High Back Dining Chairs,unchanged-same
product-028250,028250,description,"14 Art Deco Style Dining Chairs with red ""bee"" upholstered seat and high back with bronze sabot feet (PRICED EACH).","14 Art Deco Style Dining Chairs with red ""bee"" upholstered seat and high back with bronze sabot feet (PRICED EACH).","14 Art Deco Style Dining Chairs with red ""bee"" upholstered seat and high back with bronze sabot feet (PRICED EACH).",unchanged-same
